Time,Instrument,Operation,OrderId,Side,Volume,Price,Lifespan
321.75,1,Insert,2577,A,9,99,G
321.95,1,Cancel,2576,,,,G
321.95,1,Cancel,2577,,,,G
322.0,1,Insert,2578,B,9,101,G
322.0,1,Insert,2579,A,9,99,G
322.2,1,Cancel,2578,,,,G
322.2,1,Cancel,2579,,,,G
322.25,1,Insert,2580,B,9,101,G
322.25,1,Insert,2581,A,9,99,G
322.45,1,Cancel,2580,,,,G
322.45,1,Cancel,2581,,,,G
322.5,1,Insert,2582,B,9,101,G
322.5,1,Insert,2583,A,9,99,G
322.7,1,Cancel,2582,,,,G
322.7,1,Cancel,2583,,,,G
322.75,1,Insert,2584,B,9,101,G
322.75,1,Insert,2585,A,9,99,G
322.95,1,Cancel,2584,,,,G
322.95,1,Cancel,2585,,,,G
323.0,1,Insert,2586,B,9,101,G
323.0,1,Insert,2587,A,9,99,G
323.2,1,Cancel,2586,,,,G
323.2,1,Cancel,2587,,,,G
323.25,1,Insert,2588,B,9,101,G
323.25,1,Insert,2589,A,9,99,G
323.45,1,Cancel,2588,,,,G
323.45,1,Cancel,2589,,,,G
323.5,1,Insert,2590,B,9,101,G
323.5,1,Insert,2591,A,9,99,G
323.7,1,Cancel,2590,,,,G
323.7,1,Cancel,2591,,,,G
323.75,1,Insert,2592,B,9,101,G
323.75,1,Insert,2593,A,9,99,G
323.95,1,Cancel,2592,,,,G
323.95,1,Cancel,2593,,,,G
324.0,1,Insert,2594,B,9,101,G
324.0,1,Insert,2595,A,9,99,G
324.2,1,Cancel,2594,,,,G
324.2,1,Cancel,2595,,,,G
324.25,1,Insert,2596,B,9,101,G
324.25,1,Insert,2597,A,9,99,G
324.45,1,Cancel,2596,,,,G
324.45,1,Cancel,2597,,,,G
324.5,1,Insert,2598,B,9,101,G
324.5,1,Insert,2599,A,9,99,G
324.7,1,Cancel,2598,,,,G
324.7,1,Cancel,2599,,,,G
324.75,1,Insert,2600,B,9,101,G
324.75,1,Insert,2601,A,9,99,G
324.95,1,Cancel,2600,,,,G
324.95,1,Cancel,2601,,,,G
325.0,1,Insert,2602,B,9,101,G
325.0,1,Insert,2603,A,9,99,G
325.2,1,Cancel,2602,,,,G
325.2,1,Cancel,2603,,,,G
325.25,1,Insert,2604,B,9,101,G
325.25,1,Insert,2605,A,9,99,G
325.45,1,Cancel,2604,,,,G
325.45,1,Cancel,2605,,,,G
325.5,1,Insert,2606,B,9,101,G
325.5,1,Insert,2607,A,9,99,G
325.7,1,Cancel,2606,,,,G
325.7,1,Cancel,2607,,,,G
325.75,1,Insert,2608,B,9,101,G
325.75,1,Insert,2609,A,9,99,G
325.95,1,Cancel,2608,,,,G
325.95,1,Cancel,2609,,,,G
326.0,1,Insert,2610,B,9,101,G
326.0,1,Insert,2611,A,9,99,G
326.2,1,Cancel,2610,,,,G
326.2,1,Cancel,2611,,,,G
326.25,1,Insert,2612,B,9,101,G
326.25,1,Insert,2613,A,9,99,G
326.45,1,Cancel,2612,,,,G
326.45,1,Cancel,2613,,,,G
326.5,1,Insert,2614,B,9,101,G
326.5,1,Insert,2615,A,9,99,G
326.7,1,Cancel,2614,,,,G
326.7,1,Cancel,2615,,,,G
326.75,1,Insert,2616,B,9,101,G
326.75,1,Insert,2617,A,9,99,G
326.95,1,Cancel,2616,,,,G
326.95,1,Cancel,2617,,,,G
327.0,1,Insert,2618,B,9,101,G
327.0,1,Insert,2619,A,9,99,G
327.2,1,Cancel,2618,,,,G
327.2,1,Cancel,2619,,,,G
327.25,1,Insert,2620,B,9,101,G
327.25,1,Insert,2621,A,9,99,G
327.45,1,Cancel,2620,,,,G
327.45,1,Cancel,2621,,,,G
327.5,1,Insert,2622,B,9,101,G
327.5,1,Insert,2623,A,9,99,G
327.7,1,Cancel,2622,,,,G
327.7,1,Cancel,2623,,,,G
327.75,1,Insert,2624,B,9,101,G
327.75,1,Insert,2625,A,9,99,G
327.95,1,Cancel,2624,,,,G
327.95,1,Cancel,2625,,,,G
328.0,1,Insert,2626,B,9,101,G
328.0,1,Insert,2627,A,9,99,G
328.2,1,Cancel,2626,,,,G
328.2,1,Cancel,2627,,,,G
328.25,1,Insert,2628,B,9,101,G
328.25,1,Insert,2629,A,9,99,G
328.45,1,Cancel,2628,,,,G
328.45,1,Cancel,2629,,,,G
328.5,1,Insert,2630,B,9,101,G
328.5,1,Insert,2631,A,9,99,G
328.7,1,Cancel,2630,,,,G
328.7,1,Cancel,2631,,,,G
328.75,1,Insert,2632,B,9,101,G
328.75,1,Insert,2633,A,9,99,G
328.95,1,Cancel,2632,,,,G
328.95,1,Cancel,2633,,,,G
329.0,1,Insert,2634,B,9,101,G
329.0,1,Insert,2635,A,9,99,G
329.2,1,Cancel,2634,,,,G
329.2,1,Cancel,2635,,,,G
329.25,1,Insert,2636,B,9,101,G
329.25,1,Insert,2637,A,9,99,G
329.45,1,Cancel,2636,,,,G
329.45,1,Cancel,2637,,,,G
329.5,1,Insert,2638,B,9,101,G
329.5,1,Insert,2639,A,9,99,G
329.7,1,Cancel,2638,,,,G
329.7,1,Cancel,2639,,,,G
329.75,1,Insert,2640,B,9,101,G
329.75,1,Insert,2641,A,9,99,G
329.95,1,Cancel,2640,,,,G
329.95,1,Cancel,2641,,,,G
330.0,1,Insert,2642,B,9,101,G
330.0,1,Insert,2643,A,9,99,G
330.2,1,Cancel,2642,,,,G
330.2,1,Cancel,2643,,,,G
330.25,1,Insert,2644,B,9,101,G
330.25,1,Insert,2645,A,9,99,G
330.45,1,Cancel,2644,,,,G
330.45,1,Cancel,2645,,,,G
330.5,1,Insert,2646,B,9,101,G
330.5,1,Insert,2647,A,9,99,G
330.7,1,Cancel,2646,,,,G
330.7,1,Cancel,2647,,,,G
330.75,1,Insert,2648,B,9,101,G
330.75,1,Insert,2649,A,9,99,G
330.95,1,Cancel,2648,,,,G
330.95,1,Cancel,2649,,,,G
331.0,1,Insert,2650,B,9,101,G
331.0,1,Insert,2651,A,9,99,G
331.2,1,Cancel,2650,,,,G
331.2,1,Cancel,2651,,,,G
331.25,1,Insert,2652,B,9,101,G
331.25,1,Insert,2653,A,9,99,G
331.45,1,Cancel,2652,,,,G
331.45,1,Cancel,2653,,,,G
331.5,1,Insert,2654,B,9,101,G
331.5,1,Insert,2655,A,9,99,G
331.7,1,Cancel,2654,,,,G
331.7,1,Cancel,2655,,,,G
331.75,1,Insert,2656,B,9,101,G
331.75,1,Insert,2657,A,9,99,G
331.95,1,Cancel,2656,,,,G
331.95,1,Cancel,2657,,,,G
332.0,1,Insert,2658,B,9,101,G
332.0,1,Insert,2659,A,9,99,G
332.2,1,Cancel,2658,,,,G
332.2,1,Cancel,2659,,,,G
332.25,1,Insert,2660,B,9,101,G
332.25,1,Insert,2661,A,9,99,G
332.45,1,Cancel,2660,,,,G
332.45,1,Cancel,2661,,,,G
332.5,1,Insert,2662,B,9,101,G
332.5,1,Insert,2663,A,9,99,G
332.7,1,Cancel,2662,,,,G
332.7,1,Cancel,2663,,,,G
332.75,1,Insert,2664,B,9,101,G
332.75,1,Insert,2665,A,9,99,G
332.95,1,Cancel,2664,,,,G
332.95,1,Cancel,2665,,,,G
333.0,1,Insert,2666,B,9,101,G
333.0,1,Insert,2667,A,9,99,G
333.2,1,Cancel,2666,,,,G
333.2,1,Cancel,2667,,,,G
333.25,1,Insert,2668,B,9,101,G
333.25,1,Insert,2669,A,9,99,G
333.45,1,Cancel,2668,,,,G
333.45,1,Cancel,2669,,,,G
333.5,1,Insert,2670,B,9,101,G
333.5,1,Insert,2671,A,9,99,G
333.7,1,Cancel,2670,,,,G
333.7,1,Cancel,2671,,,,G
333.75,1,Insert,2672,B,9,101,G
333.75,1,Insert,2673,A,9,99,G
333.95,1,Cancel,2672,,,,G
333.95,1,Cancel,2673,,,,G
334.0,1,Insert,2674,B,9,101,G
334.0,1,Insert,2675,A,9,99,G
334.2,1,Cancel,2674,,,,G
334.2,1,Cancel,2675,,,,G
334.25,1,Insert,2676,B,9,101,G
334.25,1,Insert,2677,A,9,99,G
334.45,1,Cancel,2676,,,,G
334.45,1,Cancel,2677,,,,G
334.5,1,Insert,2678,B,9,101,G
334.5,1,Insert,2679,A,9,99,G
334.7,1,Cancel,2678,,,,G
334.7,1,Cancel,2679,,,,G
334.75,1,Insert,2680,B,9,101,G
334.75,1,Insert,2681,A,9,99,G
334.95,1,Cancel,2680,,,,G
334.95,1,Cancel,2681,,,,G
335.0,1,Insert,2682,B,9,101,G
335.0,1,Insert,2683,A,9,99,G
335.2,1,Cancel,2682,,,,G
335.2,1,Cancel,2683,,,,G
335.25,1,Insert,2684,B,9,101,G
335.25,1,Insert,2685,A,9,99,G
335.45,1,Cancel,2684,,,,G
335.45,1,Cancel,2685,,,,G
335.5,1,Insert,2686,B,9,101,G
335.5,1,Insert,2687,A,9,99,G
335.7,1,Cancel,2686,,,,G
335.7,1,Cancel,2687,,,,G
335.75,1,Insert,2688,B,9,101,G
335.75,1,Insert,2689,A,9,99,G
335.95,1,Cancel,2688,,,,G
335.95,1,Cancel,2689,,,,G
336.0,1,Insert,2690,B,9,101,G
336.0,1,Insert,2691,A,9,99,G
336.2,1,Cancel,2690,,,,G
336.2,1,Cancel,2691,,,,G
336.25,1,Insert,2692,B,9,101,G
336.25,1,Insert,2693,A,9,99,G
336.45,1,Cancel,2692,,,,G
336.45,1,Cancel,2693,,,,G
336.5,1,Insert,2694,B,9,101,G
336.5,1,Insert,2695,A,9,99,G
336.7,1,Cancel,2694,,,,G
336.7,1,Cancel,2695,,,,G
336.75,1,Insert,2696,B,9,101,G
336.75,1,Insert,2697,A,9,99,G
336.95,1,Cancel,2696,,,,G
336.95,1,Cancel,2697,,,,G
337.0,1,Insert,2698,B,9,101,G
337.0,1,Insert,2699,A,9,99,G
337.2,1,Cancel,2698,,,,G
337.2,1,Cancel,2699,,,,G
337.25,1,Insert,2700,B,9,101,G
337.25,1,Insert,2701,A,9,99,G
337.45,1,Cancel,2700,,,,G
337.45,1,Cancel,2701,,,,G
337.5,1,Insert,2702,B,9,101,G
337.5,1,Insert,2703,A,9,99,G
337.7,1,Cancel,2702,,,,G
337.7,1,Cancel,2703,,,,G
337.75,1,Insert,2704,B,9,101,G
337.75,1,Insert,2705,A,9,99,G
337.95,1,Cancel,2704,,,,G
337.95,1,Cancel,2705,,,,G
338.0,1,Insert,2706,B,9,101,G
338.0,1,Insert,2707,A,9,99,G
338.2,1,Cancel,2706,,,,G
338.2,1,Cancel,2707,,,,G
338.25,1,Insert,2708,B,9,101,G
338.25,1,Insert,2709,A,9,99,G
338.45,1,Cancel,2708,,,,G
338.45,1,Cancel,2709,,,,G
338.5,1,Insert,2710,B,9,101,G
338.5,1,Insert,2711,A,9,99,G
338.7,1,Cancel,2710,,,,G
338.7,1,Cancel,2711,,,,G
338.75,1,Insert,2712,B,9,101,G
338.75,1,Insert,2713,A,9,99,G
338.95,1,Cancel,2712,,,,G
338.95,1,Cancel,2713,,,,G
339.0,1,Insert,2714,B,9,101,G
339.0,1,Insert,2715,A,9,99,G
339.2,1,Cancel,2714,,,,G
339.2,1,Cancel,2715,,,,G
339.25,1,Insert,2716,B,9,101,G
339.25,1,Insert,2717,A,9,99,G
339.45,1,Cancel,2716,,,,G
339.45,1,Cancel,2717,,,,G
339.5,1,Insert,2718,B,9,101,G
339.5,1,Insert,2719,A,9,99,G
339.7,1,Cancel,2718,,,,G
339.7,1,Cancel,2719,,,,G
339.75,1,Insert,2720,B,9,101,G
339.75,1,Insert,2721,A,9,99,G
339.95,1,Cancel,2720,,,,G
339.95,1,Cancel,2721,,,,G
340.0,1,Insert,2722,B,9,101,G
340.0,1,Insert,2723,A,9,99,G
340.2,1,Cancel,2722,,,,G
340.2,1,Cancel,2723,,,,G
340.25,1,Insert,2724,B,9,101,G
340.25,1,Insert,2725,A,9,99,G
340.45,1,Cancel,2724,,,,G
340.45,1,Cancel,2725,,,,G
340.5,1,Insert,2726,B,9,101,G
340.5,1,Insert,2727,A,9,99,G
340.7,1,Cancel,2726,,,,G
340.7,1,Cancel,2727,,,,G
340.75,1,Insert,2728,B,9,101,G
340.75,1,Insert,2729,A,9,99,G
340.95,1,Cancel,2728,,,,G
340.95,1,Cancel,2729,,,,G
341.0,1,Insert,2730,B,9,101,G
341.0,1,Insert,2731,A,9,99,G
341.2,1,Cancel,2730,,,,G
341.2,1,Cancel,2731,,,,G
341.25,1,Insert,2732,B,9,101,G
341.25,1,Insert,2733,A,9,99,G
341.45,1,Cancel,2732,,,,G
341.45,1,Cancel,2733,,,,G
341.5,1,Insert,2734,B,9,101,G
341.5,1,Insert,2735,A,9,99,G
341.7,1,Cancel,2734,,,,G
341.7,1,Cancel,2735,,,,G
341.75,1,Insert,2736,B,9,101,G
341.75,1,Insert,2737,A,9,99,G
341.95,1,Cancel,2736,,,,G
341.95,1,Cancel,2737,,,,G
342.0,1,Insert,2738,B,9,101,G
342.0,1,Insert,2739,A,9,99,G
342.2,1,Cancel,2738,,,,G
342.2,1,Cancel,2739,,,,G
342.25,1,Insert,2740,B,9,101,G
342.25,1,Insert,2741,A,9,99,G
342.45,1,Cancel,2740,,,,G
342.45,1,Cancel,2741,,,,G
342.5,1,Insert,2742,B,9,101,G
342.5,1,Insert,2743,A,9,99,G
342.7,1,Cancel,2742,,,,G
342.7,1,Cancel,2743,,,,G
342.75,1,Insert,2744,B,9,101,G
342.75,1,Insert,2745,A,9,99,G
342.95,1,Cancel,2744,,,,G
342.95,1,Cancel,2745,,,,G
343.0,1,Insert,2746,B,9,101,G
343.0,1,Insert,2747,A,9,99,G
343.2,1,Cancel,2746,,,,G
343.2,1,Cancel,2747,,,,G
343.25,1,Insert,2748,B,9,101,G
343.25,1,Insert,2749,A,9,99,G
343.45,1,Cancel,2748,,,,G
343.45,1,Cancel,2749,,,,G
343.5,1,Insert,2750,B,9,101,G
343.5,1,Insert,2751,A,9,99,G
343.7,1,Cancel,2750,,,,G
343.7,1,Cancel,2751,,,,G
343.75,1,Insert,2752,B,9,101,G
343.75,1,Insert,2753,A,9,99,G
343.95,1,Cancel,2752,,,,G
343.95,1,Cancel,2753,,,,G
344.0,1,Insert,2754,B,9,101,G
344.0,1,Insert,2755,A,9,99,G
344.2,1,Cancel,2754,,,,G
344.2,1,Cancel,2755,,,,G
344.25,1,Insert,2756,B,9,101,G
344.25,1,Insert,2757,A,9,99,G
344.45,1,Cancel,2756,,,,G
344.45,1,Cancel,2757,,,,G
344.5,1,Insert,2758,B,9,101,G
344.5,1,Insert,2759,A,9,99,G
344.7,1,Cancel,2758,,,,G
344.7,1,Cancel,2759,,,,G
344.75,1,Insert,2760,B,9,101,G
344.75,1,Insert,2761,A,9,99,G
344.95,1,Cancel,2760,,,,G
344.95,1,Cancel,2761,,,,G
345.0,1,Insert,2762,B,9,101,G
345.0,1,Insert,2763,A,9,99,G
345.2,1,Cancel,2762,,,,G
345.2,1,Cancel,2763,,,,G
345.25,1,Insert,2764,B,9,101,G
345.25,1,Insert,2765,A,9,99,G
345.45,1,Cancel,2764,,,,G
345.45,1,Cancel,2765,,,,G
345.5,1,Insert,2766,B,9,101,G
345.5,1,Insert,2767,A,9,99,G
345.7,1,Cancel,2766,,,,G
345.7,1,Cancel,2767,,,,G
345.75,1,Insert,2768,B,9,101,G
345.75,1,Insert,2769,A,9,99,G
345.95,1,Cancel,2768,,,,G
345.95,1,Cancel,2769,,,,G
346.0,1,Insert,2770,B,9,101,G
346.0,1,Insert,2771,A,9,99,G
346.2,1,Cancel,2770,,,,G
346.2,1,Cancel,2771,,,,G
346.25,1,Insert,2772,B,9,101,G
346.25,1,Insert,2773,A,9,99,G
346.45,1,Cancel,2772,,,,G
346.45,1,Cancel,2773,,,,G
346.5,1,Insert,2774,B,9,101,G
346.5,1,Insert,2775,A,9,99,G
346.7,1,Cancel,2774,,,,G
346.7,1,Cancel,2775,,,,G
346.75,1,Insert,2776,B,9,101,G
346.75,1,Insert,2777,A,9,99,G
346.95,1,Cancel,2776,,,,G
346.95,1,Cancel,2777,,,,G
347.0,1,Insert,2778,B,9,101,G
347.0,1,Insert,2779,A,9,99,G
347.2,1,Cancel,2778,,,,G
347.2,1,Cancel,2779,,,,G
347.25,1,Insert,2780,B,9,101,G
347.25,1,Insert,2781,A,9,99,G
347.45,1,Cancel,2780,,,,G
347.45,1,Cancel,2781,,,,G
347.5,1,Insert,2782,B,9,101,G
347.5,1,Insert,2783,A,9,99,G
347.7,1,Cancel,2782,,,,G
347.7,1,Cancel,2783,,,,G
347.75,1,Insert,2784,B,9,101,G
347.75,1,Insert,2785,A,9,99,G
347.95,1,Cancel,2784,,,,G
347.95,1,Cancel,2785,,,,G
348.0,1,Insert,2786,B,9,101,G
348.0,1,Insert,2787,A,9,99,G
348.2,1,Cancel,2786,,,,G
348.2,1,Cancel,2787,,,,G
348.25,1,Insert,2788,B,9,101,G
348.25,1,Insert,2789,A,9,99,G
348.45,1,Cancel,2788,,,,G
348.45,1,Cancel,2789,,,,G
348.5,1,Insert,2790,B,9,101,G
348.5,1,Insert,2791,A,9,99,G
348.7,1,Cancel,2790,,,,G
348.7,1,Cancel,2791,,,,G
348.75,1,Insert,2792,B,9,101,G
348.75,1,Insert,2793,A,9,99,G
348.95,1,Cancel,2792,,,,G
348.95,1,Cancel,2793,,,,G
349.0,1,Insert,2794,B,9,101,G
349.0,1,Insert,2795,A,9,99,G
349.2,1,Cancel,2794,,,,G
349.2,1,Cancel,2795,,,,G
349.25,1,Insert,2796,B,9,101,G
349.25,1,Insert,2797,A,9,99,G
349.45,1,Cancel,2796,,,,G
349.45,1,Cancel,2797,,,,G
349.5,1,Insert,2798,B,9,101,G
349.5,1,Insert,2799,A,9,99,G
349.7,1,Cancel,2798,,,,G
349.7,1,Cancel,2799,,,,G
349.75,1,Insert,2800,B,9,101,G
349.75,1,Insert,2801,A,9,99,G
349.95,1,Cancel,2800,,,,G
349.95,1,Cancel,2801,,,,G
350.0,1,Insert,2802,B,9,101,G
350.0,1,Insert,2803,A,9,99,G
350.2,1,Cancel,2802,,,,G
350.2,1,Cancel,2803,,,,G
350.25,1,Insert,2804,B,9,101,G
350.25,1,Insert,2805,A,9,99,G
350.45,1,Cancel,2804,,,,G
350.45,1,Cancel,2805,,,,G
350.5,1,Insert,2806,B,9,101,G
350.5,1,Insert,2807,A,9,99,G
350.7,1,Cancel,2806,,,,G
350.7,1,Cancel,2807,,,,G
350.75,1,Insert,2808,B,9,101,G
350.75,1,Insert,2809,A,9,99,G
350.95,1,Cancel,2808,,,,G
350.95,1,Cancel,2809,,,,G
351.0,1,Insert,2810,B,9,101,G
351.0,1,Insert,2811,A,9,99,G
351.2,1,Cancel,2810,,,,G
351.2,1,Cancel,2811,,,,G
351.25,1,Insert,2812,B,9,101,G
351.25,1,Insert,2813,A,9,99,G
351.45,1,Cancel,2812,,,,G
351.45,1,Cancel,2813,,,,G
351.5,1,Insert,2814,B,9,101,G
351.5,1,Insert,2815,A,9,99,G
351.7,1,Cancel,2814,,,,G
351.7,1,Cancel,2815,,,,G
351.75,1,Insert,2816,B,9,101,G
351.75,1,Insert,2817,A,9,99,G
351.95,1,Cancel,2816,,,,G
351.95,1,Cancel,2817,,,,G
352.0,1,Insert,2818,B,9,101,G
352.0,1,Insert,2819,A,9,99,G
352.2,1,Cancel,2818,,,,G
352.2,1,Cancel,2819,,,,G
352.25,1,Insert,2820,B,9,101,G
352.25,1,Insert,2821,A,9,99,G
352.45,1,Cancel,2820,,,,G
352.45,1,Cancel,2821,,,,G
352.5,1,Insert,2822,B,9,101,G
352.5,1,Insert,2823,A,9,99,G
352.7,1,Cancel,2822,,,,G
352.7,1,Cancel,2823,,,,G
352.75,1,Insert,2824,B,9,101,G
352.75,1,Insert,2825,A,9,99,G
352.95,1,Cancel,2824,,,,G
352.95,1,Cancel,2825,,,,G
353.0,1,Insert,2826,B,9,101,G
353.0,1,Insert,2827,A,9,99,G
353.2,1,Cancel,2826,,,,G
353.2,1,Cancel,2827,,,,G
353.25,1,Insert,2828,B,9,101,G
353.25,1,Insert,2829,A,9,99,G
353.45,1,Cancel,2828,,,,G
353.45,1,Cancel,2829,,,,G
353.5,1,Insert,2830,B,9,101,G
353.5,1,Insert,2831,A,9,99,G
353.7,1,Cancel,2830,,,,G
353.7,1,Cancel,2831,,,,G
353.75,1,Insert,2832,B,9,101,G
353.75,1,Insert,2833,A,9,99,G
353.95,1,Cancel,2832,,,,G
353.95,1,Cancel,2833,,,,G
354.0,1,Insert,2834,B,9,101,G
354.0,1,Insert,2835,A,9,99,G
354.2,1,Cancel,2834,,,,G
354.2,1,Cancel,2835,,,,G
354.25,1,Insert,2836,B,9,101,G
354.25,1,Insert,2837,A,9,99,G
354.45,1,Cancel,2836,,,,G
354.45,1,Cancel,2837,,,,G
354.5,1,Insert,2838,B,9,101,G
354.5,1,Insert,2839,A,9,99,G
354.7,1,Cancel,2838,,,,G
354.7,1,Cancel,2839,,,,G
354.75,1,Insert,2840,B,9,101,G
354.75,1,Insert,2841,A,9,99,G
354.95,1,Cancel,2840,,,,G
354.95,1,Cancel,2841,,,,G
355.0,1,Insert,2842,B,9,101,G
355.0,1,Insert,2843,A,9,99,G
355.2,1,Cancel,2842,,,,G
355.2,1,Cancel,2843,,,,G
355.25,1,Insert,2844,B,9,101,G
355.25,1,Insert,2845,A,9,99,G
355.45,1,Cancel,2844,,,,G
355.45,1,Cancel,2845,,,,G
355.5,1,Insert,2846,B,9,101,G
355.5,1,Insert,2847,A,9,99,G
355.7,1,Cancel,2846,,,,G
355.7,1,Cancel,2847,,,,G
355.75,1,Insert,2848,B,9,101,G
355.75,1,Insert,2849,A,9,99,G
355.95,1,Cancel,2848,,,,G
355.95,1,Cancel,2849,,,,G
356.0,1,Insert,2850,B,9,101,G
356.0,1,Insert,2851,A,9,99,G
356.2,1,Cancel,2850,,,,G
356.2,1,Cancel,2851,,,,G
356.25,1,Insert,2852,B,9,101,G
356.25,1,Insert,2853,A,9,99,G
356.45,1,Cancel,2852,,,,G
356.45,1,Cancel,2853,,,,G
356.5,1,Insert,2854,B,9,101,G
356.5,1,Insert,2855,A,9,99,G
356.7,1,Cancel,2854,,,,G
356.7,1,Cancel,2855,,,,G
356.75,1,Insert,2856,B,9,101,G
356.75,1,Insert,2857,A,9,99,G
356.95,1,Cancel,2856,,,,G
356.95,1,Cancel,2857,,,,G
357.0,1,Insert,2858,B,9,101,G
357.0,1,Insert,2859,A,9,99,G
357.2,1,Cancel,2858,,,,G
357.2,1,Cancel,2859,,,,G
357.25,1,Insert,2860,B,9,101,G
357.25,1,Insert,2861,A,9,99,G
357.45,1,Cancel,2860,,,,G
357.45,1,Cancel,2861,,,,G
357.5,1,Insert,2862,B,9,101,G
357.5,1,Insert,2863,A,9,99,G
357.7,1,Cancel,2862,,,,G
357.7,1,Cancel,2863,,,,G
357.75,1,Insert,2864,B,9,101,G
357.75,1,Insert,2865,A,9,99,G
357.95,1,Cancel,2864,,,,G
357.95,1,Cancel,2865,,,,G
358.0,1,Insert,2866,B,9,101,G
358.0,1,Insert,2867,A,9,99,G
358.2,1,Cancel,2866,,,,G
358.2,1,Cancel,2867,,,,G
358.25,1,Insert,2868,B,9,101,G
358.25,1,Insert,2869,A,9,99,G
358.45,1,Cancel,2868,,,,G
358.45,1,Cancel,2869,,,,G
358.5,1,Insert,2870,B,9,101,G
358.5,1,Insert,2871,A,9,99,G
358.7,1,Cancel,2870,,,,G
358.7,1,Cancel,2871,,,,G
358.75,1,Insert,2872,B,9,101,G
358.75,1,Insert,2873,A,9,99,G
358.95,1,Cancel,2872,,,,G
358.95,1,Cancel,2873,,,,G
359.0,1,Insert,2874,B,9,101,G
359.0,1,Insert,2875,A,9,99,G
359.2,1,Cancel,2874,,,,G
359.2,1,Cancel,2875,,,,G
359.25,1,Insert,2876,B,9,101,G
359.25,1,Insert,2877,A,9,99,G
359.45,1,Cancel,2876,,,,G
359.45,1,Cancel,2877,,,,G
359.5,1,Insert,2878,B,9,101,G
359.5,1,Insert,2879,A,9,99,G
359.7,1,Cancel,2878,,,,G
359.7,1,Cancel,2879,,,,G
359.75,1,Insert,2880,B,9,101,G
359.75,1,Insert,2881,A,9,99,G
359.95,1,Cancel,2880,,,,G
359.95,1,Cancel,2881,,,,G
360.0,1,Insert,2882,B,9,101,G
360.0,1,Insert,2883,A,9,99,G
360.2,1,Cancel,2882,,,,G
360.2,1,Cancel,2883,,,,G
360.25,1,Insert,2884,B,9,101,G
360.25,1,Insert,2885,A,9,99,G
360.45,1,Cancel,2884,,,,G
360.45,1,Cancel,2885,,,,G
360.5,1,Insert,2886,B,9,101,G
360.5,1,Insert,2887,A,9,99,G
360.7,1,Cancel,2886,,,,G
360.7,1,Cancel,2887,,,,G
360.75,1,Insert,2888,B,9,101,G
360.75,1,Insert,2889,A,9,99,G
360.95,1,Cancel,2888,,,,G
360.95,1,Cancel,2889,,,,G
361.0,1,Insert,2890,B,9,101,G
361.0,1,Insert,2891,A,9,99,G
361.2,1,Cancel,2890,,,,G
361.2,1,Cancel,2891,,,,G
361.25,1,Insert,2892,B,9,101,G
361.25,1,Insert,2893,A,9,99,G
361.45,1,Cancel,2892,,,,G
361.45,1,Cancel,2893,,,,G
361.5,1,Insert,2894,B,9,101,G
361.5,1,Insert,2895,A,9,99,G
361.7,1,Cancel,2894,,,,G
361.7,1,Cancel,2895,,,,G
361.75,1,Insert,2896,B,9,101,G
361.75,1,Insert,2897,A,9,99,G
361.95,1,Cancel,2896,,,,G
361.95,1,Cancel,2897,,,,G
362.0,1,Insert,2898,B,9,101,G
362.0,1,Insert,2899,A,9,99,G
362.2,1,Cancel,2898,,,,G
362.2,1,Cancel,2899,,,,G
362.25,1,Insert,2900,B,9,101,G
362.25,1,Insert,2901,A,9,99,G
362.45,1,Cancel,2900,,,,G
362.45,1,Cancel,2901,,,,G
362.5,1,Insert,2902,B,9,101,G
362.5,1,Insert,2903,A,9,99,G
362.7,1,Cancel,2902,,,,G
362.7,1,Cancel,2903,,,,G
362.75,1,Insert,2904,B,9,101,G
362.75,1,Insert,2905,A,9,99,G
362.95,1,Cancel,2904,,,,G
362.95,1,Cancel,2905,,,,G
363.0,1,Insert,2906,B,9,101,G
363.0,1,Insert,2907,A,9,99,G
363.2,1,Cancel,2906,,,,G
363.2,1,Cancel,2907,,,,G
363.25,1,Insert,2908,B,9,101,G
363.25,1,Insert,2909,A,9,99,G
363.45,1,Cancel,2908,,,,G
363.45,1,Cancel,2909,,,,G
363.5,1,Insert,2910,B,9,101,G
363.5,1,Insert,2911,A,9,99,G
363.7,1,Cancel,2910,,,,G
363.7,1,Cancel,2911,,,,G
363.75,1,Insert,2912,B,9,101,G
363.75,1,Insert,2913,A,9,99,G
363.95,1,Cancel,2912,,,,G
363.95,1,Cancel,2913,,,,G
364.0,1,Insert,2914,B,9,101,G
364.0,1,Insert,2915,A,9,99,G
364.2,1,Cancel,2914,,,,G
364.2,1,Cancel,2915,,,,G
364.25,1,Insert,2916,B,9,101,G
364.25,1,Insert,2917,A,9,99,G
364.45,1,Cancel,2916,,,,G
364.45,1,Cancel,2917,,,,G
364.5,1,Insert,2918,B,9,101,G
364.5,1,Insert,2919,A,9,99,G
364.7,1,Cancel,2918,,,,G
364.7,1,Cancel,2919,,,,G
364.75,1,Insert,2920,B,9,101,G
364.75,1,Insert,2921,A,9,99,G
364.95,1,Cancel,2920,,,,G
364.95,1,Cancel,2921,,,,G
365.0,1,Insert,2922,B,9,101,G
365.0,1,Insert,2923,A,9,99,G
365.2,1,Cancel,2922,,,,G
365.2,1,Cancel,2923,,,,G
365.25,1,Insert,2924,B,9,101,G
365.25,1,Insert,2925,A,9,99,G
365.45,1,Cancel,2924,,,,G
